WY	date	CoalCreek reg
2012	3/14/2012	0.084
2012	3/15/2012	0.103
2012	3/16/2012	0.127
2012	3/17/2012	0.154
2012	3/18/2012	0.166
2012	3/19/2012	0.142
2012	3/20/2012	0.142
2012	3/21/2012	0.154
2012	3/22/2012	0.191
2012	3/23/2012	0.266
2012	3/24/2012	0.359
2012	3/25/2012	0.447
2012	3/26/2012	0.524
2012	3/27/2012	0.539
2012	3/28/2012	0.589
2012	3/29/2012	0.735
2012	3/30/2012	0.889
2012	3/31/2012	1.023
2012	4/1/2012	1.212
2012	4/2/2012	1.132
2012	4/3/2012	0.655
2012	4/4/2012	0.529
2012	4/5/2012	0.579
2012	4/6/2012	0.539
2012	4/7/2012	0.509
2012	4/8/2012	0.529
2012	4/9/2012	0.614
2012	4/10/2012	0.800
2012	4/11/2012	0.988
2012	4/12/2012	1.119
2012	4/13/2012	0.745
2012	4/14/2012	0.559
2012	4/15/2012	0.485
2012	4/16/2012	0.391
2012	4/17/2012	0.332
2012	4/18/2012	0.327
2012	4/19/2012	0.354
2012	4/20/2012	0.327
2012	4/21/2012	0.368
2012	4/22/2012	0.509
2012	4/23/2012	0.773
2012	4/24/2012	1.138
2012	4/25/2012	1.540
2012	4/26/2012	1.729
2012	4/27/2012	2.417
2012	4/28/2012	1.269
2012	4/29/2012	0.906
2012	4/30/2012	0.773
2012	5/1/2012	0.751
2012	5/2/2012	0.697
2012	5/3/2012	0.745
2012	5/4/2012	0.999
2012	5/5/2012	1.426
2012	5/6/2012	1.665
2012	5/7/2012	1.534
2012	5/8/2012	1.150
2012	5/9/2012	1.059
2012	5/10/2012	1.289
2012	5/11/2012	1.595
2012	5/12/2012	1.729
2012	5/13/2012	1.540
2012	5/14/2012	1.534
2012	5/15/2012	1.758
2012	5/16/2012	1.926
2012	5/17/2012	1.651
2012	5/18/2012	1.816
2012	5/19/2012	1.506
2012	5/20/2012	1.238
2012	5/21/2012	1.419
2012	5/22/2012	1.859
2012	5/23/2012	2.001
2012	5/24/2012	1.340
2012	5/25/2012	0.947
2012	5/26/2012	0.912
2012	5/27/2012	1.047
2012	5/28/2012	0.861
2012	5/29/2012	0.889
2012	5/30/2012	1.047
2012	5/31/2012	1.175
2012	6/1/2012	1.379
2012	6/2/2012	1.602
2012	6/3/2012	1.327
2012	6/4/2012	1.212
2012	6/5/2012	1.219
2012	6/6/2012	1.144
2012	6/7/2012	1.035
2012	6/8/2012	0.918
2012	6/9/2012	0.844
2012	6/10/2012	0.745
2012	6/11/2012	0.564
2012	6/12/2012	0.490
2012	6/13/2012	0.466
2012	6/14/2012	0.451
2012	6/15/2012	0.423
2012	6/16/2012	0.391
2012	6/17/2012	0.350
2012	6/18/2012	0.345
2012	6/19/2012	0.310
2012	6/20/2012	0.279
2012	6/21/2012	0.241
2012	6/22/2012	0.224
2012	6/23/2012	0.215
2012	6/24/2012	0.203
2012	6/25/2012	0.182
2012	6/26/2012	0.170
2012	6/27/2012	0.174
2012	6/28/2012	0.170
2012	6/29/2012	0.187
2012	6/30/2012	0.158
2012	7/1/2012	0.138
2012	7/2/2012	0.123
2012	7/3/2012	0.119
2012	7/4/2012	0.119
2012	7/5/2012	0.123
2012	7/6/2012	0.123
2012	7/7/2012	0.150
2012	7/8/2012	0.187
2012	7/9/2012	0.178
2012	7/10/2012	0.127
2012	7/11/2012	0.115
2012	7/12/2012	0.111
2012	7/13/2012	0.103
2012	7/14/2012	0.100
2012	7/15/2012	0.127
2012	7/16/2012	0.166
2012	7/17/2012	0.146
2012	7/18/2012	0.111
2012	7/19/2012	0.100
2012	7/20/2012	0.096
2012	7/21/2012	0.088
2012	7/22/2012	0.096
2012	7/23/2012	0.084
2012	7/24/2012	0.077
2012	7/25/2012	0.069
2012	7/26/2012	0.065
2012	7/27/2012	0.062
2012	7/28/2012	0.096
2012	7/29/2012	0.084
2012	7/30/2012	0.073
2012	7/31/2012	0.069
2012	8/1/2012	0.077
2012	8/2/2012	0.084
2012	8/3/2012	0.077
2012	8/4/2012	0.062
2012	8/5/2012	0.063
2012	8/6/2012	0.063
2012	8/7/2012	0.096
2012	8/8/2012	0.069
2012	8/9/2012	0.058
2012	8/10/2012	0.063
2012	8/11/2012	0.063
2012	8/12/2012	0.058
2012	8/13/2012	0.053
2012	8/14/2012	0.063
2012	8/15/2012	0.053
2012	8/16/2012	0.048
2012	8/17/2012	0.044
2012	8/18/2012	0.039
2012	8/19/2012	0.037
2012	8/20/2012	0.036
2012	8/21/2012	0.039
2012	8/22/2012	0.038
2012	8/23/2012	0.044
2012	8/24/2012	0.065
2012	8/25/2012	0.065
2012	8/26/2012	0.058
2012	8/27/2012	0.048
2012	8/28/2012	0.053
2012	8/29/2012	0.063
2012	8/30/2012	0.048
2012	8/31/2012	0.044
2012	9/1/2012	0.044
2012	9/2/2012	0.053
2012	9/3/2012	0.048
2012	9/4/2012	0.039
2012	9/5/2012	0.039
2012	9/6/2012	0.030
2012	9/7/2012	0.034
2012	9/8/2012	0.033
2012	9/9/2012	0.033
2012	9/10/2012	0.031
2012	9/11/2012	0.038
2012	9/12/2012	0.096
2012	9/13/2012	0.058
2012	9/14/2012	0.053
2012	9/15/2012	0.044
2012	9/16/2012	0.044
2012	9/17/2012	0.044
2012	9/18/2012	0.048
2012	9/19/2012	0.058
2012	9/20/2012	0.048
2012	9/21/2012	0.044
2012	9/22/2012	0.044
2012	9/23/2012	0.044
2012	9/24/2012	0.048
2012	9/25/2012	0.073
2012	9/26/2012	0.077
2012	9/27/2012	0.080
2012	9/28/2012	0.080
2012	9/29/2012	0.077
2012	9/30/2012	0.065
2013	10/1/2012	0.062
2013	10/2/2012	0.062
2013	10/3/2012	0.058
2013	10/4/2012	0.063
2013	10/5/2012	0.069
2013	10/6/2012	0.062
2013	10/7/2012	0.063
2013	10/8/2012	0.063
2013	10/9/2012	0.058
2013	10/10/2012	0.063
2013	10/11/2012	0.063
2013	10/12/2012	0.062
2013	10/13/2012	0.069
2013	10/14/2012	0.065
2013	10/15/2012	0.062
2013	10/16/2012	0.062
2013	10/17/2012	0.062
2013	10/18/2012	0.063
2013	10/19/2012	0.063
2013	10/20/2012	0.063
2013	10/21/2012	0.058
2013	10/22/2012	0.063
2013	10/23/2012	0.058
2013	10/24/2012	0.058
2013	10/25/2012	0.063
2013	10/26/2012	0.058
2013	10/27/2012	0.058
2013	10/28/2012	0.058
2013	10/29/2012	0.058
2013	10/30/2012	0.058
2013	10/31/2012	0.058
2013	11/1/2012	0.063
2013	11/2/2012	0.058
2013	11/3/2012	0.053
2013	11/4/2012	0.053
2013	11/5/2012	0.053
2013	11/6/2012	0.053
2013	11/7/2012	0.048
2013	11/8/2012	0.048
2013	11/9/2012	0.058
2013	11/10/2012	0.063
2013	11/11/2012	0.053
2013	11/12/2012	0.058
2013	11/13/2012	0.063
2013	11/14/2012	0.058
2013	11/15/2012	0.058
2013	11/16/2012	0.058
2013	11/17/2012	0.063
2013	11/18/2012	0.063
2013	11/19/2012	0.063
2013	11/20/2012	0.063
2013	11/21/2012	0.058
2013	11/22/2012	0.058
2013	11/23/2012	0.053
2013	11/24/2012	0.053
2013	11/25/2012	0.053
2013	11/26/2012	0.053
2013	11/27/2012	0.053
2013	11/28/2012	0.053
2013	11/29/2012	0.053
2013	11/30/2012	0.053
2013	12/1/2012	0.053
2013	12/2/2012	0.048
2013	12/3/2012	0.053
2013	12/4/2012	0.048
2013	12/5/2012	0.048
2013	12/6/2012	0.053
2013	12/7/2012	0.053
2013	12/8/2012	0.053
2013	12/9/2012	0.053
2013	12/10/2012	0.039
2013	12/11/2012	0.048
2013	12/12/2012	0.053
2013	12/13/2012	0.058
2013	12/14/2012	0.058
2013	12/15/2012	0.058
2013	12/16/2012	0.048
2013	12/17/2012	0.044
2013	12/18/2012	0.048
2013	12/19/2012	0.044
2013	12/20/2012	0.034
2013	12/21/2012	0.039
2013	12/22/2012	0.039
2013	12/23/2012	0.044
2013	12/24/2012	0.044
2013	12/25/2012	0.044
2013	12/26/2012	0.044
2013	12/27/2012	0.044
2013	12/28/2012	0.039
2013	12/29/2012	0.037
2013	12/30/2012	0.039
2013	12/31/2012	0.039
2013	1/1/2013	0.039
2013	1/2/2013	0.039
2013	1/3/2013	0.039
2013	1/4/2013	0.044
2013	1/5/2013	0.044
2013	1/6/2013	0.044
2013	1/7/2013	0.044
2013	1/8/2013	0.044
2013	1/9/2013	0.044
2013	1/10/2013	0.044
2013	1/11/2013	0.044
2013	1/12/2013	0.039
2013	1/13/2013	0.039
2013	1/14/2013	0.044
2013	1/15/2013	0.038
2013	1/16/2013	0.037
2013	1/17/2013	0.039
2013	1/18/2013	0.039
2013	1/19/2013	0.039
2013	1/20/2013	0.039
2013	1/21/2013	0.039
2013	1/22/2013	0.039
2013	1/23/2013	0.044
2013	1/24/2013	0.044
2013	1/25/2013	0.044
2013	1/26/2013	0.048
2013	1/27/2013	0.048
2013	1/28/2013	0.044
2013	1/29/2013	0.039
2013	1/30/2013	0.038
2013	1/31/2013	0.039
2013	2/1/2013	0.039
2013	2/2/2013	0.039
2013	2/3/2013	0.039
2013	2/4/2013	0.039
2013	2/5/2013	0.039
2013	2/6/2013	0.039
2013	2/7/2013	0.039
2013	2/8/2013	0.039
2013	2/9/2013	0.039
2013	2/10/2013	0.038
2013	2/11/2013	0.037
2013	2/12/2013	0.039
2013	2/13/2013	0.039
2013	2/14/2013	0.039
2013	2/15/2013	0.039
2013	2/16/2013	0.039
2013	2/17/2013	0.039
2013	2/18/2013	0.039
2013	2/19/2013	0.039
2013	2/20/2013	0.039
2013	2/21/2013	0.039
2013	2/22/2013	0.039
2013	2/23/2013	0.039
2013	2/24/2013	0.039
2013	2/25/2013	0.039
2013	2/26/2013	0.038
2013	2/27/2013	0.038
2013	2/28/2013	0.039
2013	3/1/2013	0.039
2013	3/2/2013	0.044
2013	3/3/2013	0.044
2013	3/4/2013	0.048
2013	3/5/2013	0.044
2013	3/6/2013	0.044
2013	3/7/2013	0.048
2013	3/8/2013	0.048
2013	3/9/2013	0.044
2013	3/10/2013	0.039
2013	3/11/2013	0.039
2013	3/12/2013	0.044
2013	3/13/2013	0.044
2013	3/14/2013	0.048
2013	3/15/2013	0.048
2013	3/16/2013	0.048
2013	3/17/2013	0.053
2013	3/18/2013	0.053
2013	3/19/2013	0.048
2013	3/20/2013	0.048
2013	3/21/2013	0.053
2013	3/22/2013	0.053
2013	3/23/2013	0.048
2013	3/24/2013	0.048
2013	3/25/2013	0.048
2013	3/26/2013	0.053
2013	3/27/2013	0.058
2013	3/28/2013	0.058
2013	3/29/2013	0.065
2013	3/30/2013	0.069
2013	3/31/2013	0.077
2013	4/1/2013	0.096
2013	4/2/2013	0.100
2013	4/3/2013	0.103
2013	4/4/2013	0.127
2013	4/5/2013	0.158
2013	4/6/2013	0.187
2013	4/7/2013	0.215
2013	4/8/2013	0.215
2013	4/9/2013	0.207
2013	4/10/2013	0.154
2013	4/11/2013	0.146
2013	4/12/2013	0.146
2013	4/13/2013	0.142
2013	4/14/2013	0.166
2013	4/15/2013	0.146
2013	4/16/2013	0.142
2013	4/17/2013	0.170
2013	4/18/2013	0.131
2013	4/19/2013	0.123
2013	4/20/2013	0.138
2013	4/21/2013	0.166
2013	4/22/2013	0.220
2013	4/23/2013	0.228
2013	4/24/2013	0.203
2013	4/25/2013	0.241
2013	4/26/2013	0.386
2013	4/27/2013	0.655
2013	4/28/2013	0.970
2013	4/29/2013	1.473
2013	4/30/2013	2.016
2013	5/1/2013	1.837
2013	5/2/2013	1.219
2013	5/3/2013	1.065
2013	5/4/2013	1.282
2013	5/5/2013	1.486
2013	5/6/2013	1.575
2013	5/7/2013	1.513
2013	5/8/2013	1.327
2013	5/9/2013	1.144
2013	5/10/2013	0.999
2013	5/11/2013	1.017
2013	5/12/2013	1.373
2013	5/13/2013	2.256
2013	5/14/2013	3.694
2013	5/15/2013	4.455
2013	5/16/2013	4.690
2013	5/17/2013	5.244
2013	5/18/2013	5.567
2013	5/19/2013	4.133
2013	5/20/2013	2.657
2013	5/21/2013	1.986
2013	5/22/2013	1.941
2013	5/23/2013	2.507
2013	5/24/2013	3.521
2013	5/25/2013	4.572
2013	5/26/2013	5.098
2013	5/27/2013	5.462
2013	5/28/2013	5.143
2013	5/29/2013	3.901
2013	5/30/2013	2.666
2013	5/31/2013	2.069
2013	6/1/2013	1.911
2013	6/2/2013	2.288
2013	6/3/2013	3.049
2013	6/4/2013	3.743
2013	6/5/2013	4.319
2013	6/6/2013	4.876
2013	6/7/2013	4.788
2013	6/8/2013	4.434
2013	6/9/2013	4.821
2013	6/10/2013	5.042
2013	6/11/2013	4.865
2013	6/12/2013	4.329
2013	6/13/2013	3.753
2013	6/14/2013	3.258
2013	6/15/2013	3.167
2013	6/16/2013	2.474
2013	6/17/2013	2.368
2013	6/18/2013	2.304
2013	6/19/2013	2.001
2013	6/20/2013	1.794
2013	6/21/2013	1.602
2013	6/22/2013	1.426
2013	6/23/2013	1.238
2013	6/24/2013	1.126
2013	6/25/2013	0.947
2013	6/26/2013	0.953
2013	6/27/2013	0.953
2013	6/28/2013	0.929
2013	6/29/2013	0.856
2013	6/30/2013	0.762
2013	7/1/2013	0.682
2013	7/2/2013	0.589
2013	7/3/2013	0.514
2013	7/4/2013	0.451
2013	7/5/2013	0.428
2013	7/6/2013	0.386
2013	7/7/2013	0.363
2013	7/8/2013	0.350
2013	7/9/2013	0.296
2013	7/10/2013	0.249
2013	7/11/2013	0.236
2013	7/12/2013	0.224
2013	7/13/2013	0.224
2013	7/14/2013	0.232
2013	7/15/2013	0.232
2013	7/16/2013	0.245
2013	7/17/2013	0.245
2013	7/18/2013	0.236
2013	7/19/2013	0.279
2013	7/20/2013	0.195
2013	7/21/2013	0.166
2013	7/22/2013	0.142
2013	7/23/2013	0.123
2013	7/24/2013	0.119
2013	7/25/2013	0.123
2013	7/26/2013	0.111
2013	7/27/2013	0.103
2013	7/28/2013	0.645
2013	7/29/2013	0.584
2013	7/30/2013	0.386
2013	7/31/2013	0.258
2013	8/1/2013	0.232
2013	8/2/2013	0.258
2013	8/3/2013	0.199
2013	8/4/2013	0.182
2013	8/5/2013	0.174
2013	8/6/2013	0.162
2013	8/7/2013	0.199
2013	8/8/2013	0.174
2013	8/9/2013	0.158
2013	8/10/2013	0.142
2013	8/11/2013	0.134
2013	8/12/2013	0.134
2013	8/13/2013	0.150
2013	8/14/2013	0.127
2013	8/15/2013	0.111
2013	8/16/2013	0.100
2013	8/17/2013	0.092
2013	8/18/2013	0.100
2013	8/19/2013	0.092
2013	8/20/2013	0.080
2013	8/21/2013	0.096
2013	8/22/2013	0.088
2013	8/23/2013	0.080
2013	8/24/2013	0.088
2013	8/25/2013	0.084
2013	8/26/2013	0.092
2013	8/27/2013	0.092
2013	8/28/2013	0.084
2013	8/29/2013	0.077
2013	8/30/2013	0.080
2013	8/31/2013	0.080
2013	9/1/2013	0.092
2013	9/2/2013	0.084
2013	9/3/2013	0.073
2013	9/4/2013	0.065
2013	9/5/2013	0.062
2013	9/6/2013	0.058
2013	9/7/2013	0.058
2013	9/8/2013	0.063
2013	9/9/2013	0.058
2013	9/10/2013	0.077
2013	9/11/2013	0.084
2013	9/12/2013	0.084
2013	9/13/2013	0.262
2013	9/14/2013	0.249
2013	9/15/2013	0.207
2013	9/16/2013	0.245
2013	9/17/2013	0.199
2013	9/18/2013	0.314
2013	9/19/2013	0.762
2013	9/20/2013	0.377
2013	9/21/2013	0.288
2013	9/22/2013	0.442
2013	9/23/2013	0.906
2013	9/24/2013	0.640
2013	9/25/2013	0.579
2013	9/26/2013	0.504
2013	9/27/2013	0.470
2013	9/28/2013	0.428
2013	9/29/2013	0.400
2013	9/30/2013	0.341
2014	10/1/2013	0.305
2014	10/2/2013	0.275
2014	10/3/2013	0.249
2014	10/4/2013	0.245
2014	10/5/2013	0.241
2014	10/6/2013	0.236
2014	10/7/2013	0.241
2014	10/8/2013	0.232
2014	10/9/2013	0.224
2014	10/10/2013	0.241
2014	10/11/2013	0.236
2014	10/12/2013	0.236
2014	10/13/2013	0.224
2014	10/14/2013	0.262
2014	10/15/2013	0.262
2014	10/16/2013	0.245
2014	10/17/2013	0.228
2014	10/18/2013	0.236
2014	10/19/2013	0.211
2014	10/20/2013	0.215
2014	10/21/2013	0.211
2014	10/22/2013	0.199
2014	10/23/2013	0.203
2014	10/24/2013	0.207
2014	10/25/2013	0.211
2014	10/26/2013	0.211
2014	10/27/2013	0.211
2014	10/28/2013	0.199
2014	10/29/2013	0.203
2014	10/30/2013	0.203
2014	10/31/2013	0.191
2014	11/1/2013	0.187
2014	11/2/2013	0.158
2014	11/3/2013	0.170
2014	11/4/2013	0.166
2014	11/5/2013	0.158
2014	11/6/2013	0.142
2014	11/7/2013	0.146
2014	11/8/2013	0.142
2014	11/9/2013	0.134
2014	11/10/2013	0.131
2014	11/11/2013	0.127
2014	11/12/2013	0.127
2014	11/13/2013	0.131
2014	11/14/2013	0.138
2014	11/15/2013	0.127
2014	11/16/2013	0.134
2014	11/17/2013	0.131
2014	11/18/2013	0.131
2014	11/19/2013	0.134
2014	11/20/2013	0.142
2014	11/21/2013	0.146
2014	11/22/2013	0.142
2014	11/23/2013	0.142
2014	11/24/2013	0.138
2014	11/25/2013	0.131
2014	11/26/2013	0.115
2014	11/27/2013	0.115
2014	11/28/2013	0.127
2014	11/29/2013	0.123
2014	11/30/2013	0.119
2014	12/1/2013	0.123
2014	12/2/2013	0.134
2014	12/3/2013	0.131
2014	12/4/2013	0.127
2014	12/5/2013	0.111
2014	12/6/2013	0.115
2014	12/7/2013	0.111
2014	12/8/2013	0.119
2014	12/9/2013	0.107
2014	12/10/2013	0.096
2014	12/11/2013	0.107
2014	12/12/2013	0.100
2014	12/13/2013	0.103
2014	12/14/2013	0.107
2014	12/15/2013	0.107
2014	12/16/2013	0.111
2014	12/17/2013	0.111
2014	12/18/2013	0.111
2014	12/19/2013	0.115
2014	12/20/2013	0.115
2014	12/21/2013	0.107
2014	12/22/2013	0.100
2014	12/23/2013	0.100
2014	12/24/2013	0.096
2014	12/25/2013	0.084
2014	12/26/2013	0.077
2014	12/27/2013	0.088
2014	12/28/2013	0.092
2014	12/29/2013	0.100
2014	12/30/2013	0.096
2014	12/31/2013	0.092
2014	1/1/2014	0.096
2014	1/2/2014	0.088
2014	1/3/2014	0.088
2014	1/4/2014	0.092
2014	1/5/2014	0.084
2014	1/6/2014	0.073
2014	1/7/2014	0.080
2014	1/8/2014	0.092
2014	1/9/2014	0.088
2014	1/10/2014	0.084
2014	1/11/2014	0.088
2014	1/12/2014	0.084
2014	1/13/2014	0.080
2014	1/14/2014	0.080
2014	1/15/2014	0.077
2014	1/16/2014	0.073
2014	1/17/2014	0.073
2014	1/18/2014	0.077
2014	1/19/2014	0.073
2014	1/20/2014	0.080
2014	1/21/2014	0.073
2014	1/22/2014	0.073
2014	1/23/2014	0.080
2014	1/24/2014	0.073
2014	1/25/2014	0.080
2014	1/26/2014	0.084
2014	1/27/2014	0.084
2014	1/28/2014	0.080
2014	1/29/2014	0.077
2014	1/30/2014	0.088
2014	1/31/2014	0.084
2014	2/1/2014	0.088
2014	2/2/2014	0.080
2014	2/3/2014	0.088
2014	2/4/2014	0.088
2014	2/5/2014	0.084
2014	2/6/2014	0.088
2014	2/7/2014	0.088
2014	2/8/2014	0.080
2014	2/9/2014	0.084
2014	2/10/2014	0.080
2014	2/11/2014	0.088
2014	2/12/2014	0.092
2014	2/13/2014	0.088
2014	2/14/2014	0.088
2014	2/15/2014	0.088
2014	2/16/2014	0.092
2014	2/17/2014	0.092
2014	2/18/2014	0.088
2014	2/19/2014	0.092
2014	2/20/2014	0.084
2014	2/21/2014	0.080
2014	2/22/2014	0.080
2014	2/23/2014	0.080
2014	2/24/2014	0.084
2014	2/25/2014	0.088
2014	2/26/2014	0.092
2014	2/27/2014	0.096
2014	2/28/2014	0.092
2014	3/1/2014	0.103
2014	3/2/2014	0.100
2014	3/3/2014	0.096
2014	3/4/2014	0.092
2014	3/5/2014	0.092
2014	3/6/2014	0.092
2014	3/7/2014	0.096
2014	3/8/2014	0.088
2014	3/9/2014	0.092
2014	3/10/2014	0.096
2014	3/11/2014	0.100
2014	3/12/2014	0.088
2014	3/13/2014	0.092
2014	3/14/2014	0.096
2014	3/15/2014	0.100
2014	3/16/2014	0.092
2014	3/17/2014	0.096
2014	3/18/2014	0.096
2014	3/19/2014	0.092
2014	3/20/2014	0.092
2014	3/21/2014	0.096
2014	3/22/2014	0.100
2014	3/23/2014	0.096
2014	3/24/2014	0.100
2014	3/25/2014	0.103
2014	3/26/2014	0.111
2014	3/27/2014	0.111
2014	3/28/2014	0.107
2014	3/29/2014	0.103
2014	3/30/2014	0.107
2014	3/31/2014	0.107
2014	4/1/2014	0.111
2014	4/2/2014	0.111
2014	4/3/2014	0.107
2014	4/4/2014	0.103
2014	4/5/2014	0.107
2014	4/6/2014	0.111
2014	4/7/2014	0.123
2014	4/8/2014	0.154
2014	4/9/2014	0.258
2014	4/10/2014	0.418
2014	4/11/2014	0.692
2014	4/12/2014	1.071
2014	4/13/2014	1.119
2014	4/14/2014	0.901
2014	4/15/2014	0.703
2014	4/16/2014	0.640
2014	4/17/2014	0.745
2014	4/18/2014	1.023
2014	4/19/2014	1.399
2014	4/20/2014	2.062
2014	4/21/2014	3.240
2014	4/22/2014	3.684
2014	4/23/2014	3.342
2014	4/24/2014	2.925
2014	4/25/2014	3.212
2014	4/26/2014	3.665
2014	4/27/2014	2.916
2014	4/28/2014	2.024
2014	4/29/2014	1.527
2014	4/30/2014	1.219
2014	5/1/2014	1.071
2014	5/2/2014	1.095
2014	5/3/2014	1.426
2014	5/4/2014	2.092
2014	5/5/2014	2.742
2014	5/6/2014	2.978
2014	5/7/2014	3.076
2014	5/8/2014	2.507
2014	5/9/2014	1.948
2014	5/10/2014	1.658
2014	5/11/2014	1.644
2014	5/12/2014	1.426
2014	5/13/2014	1.231
2014	5/14/2014	1.126
2014	5/15/2014	1.047
2014	5/16/2014	1.144
2014	5/17/2014	1.520
2014	5/18/2014	2.400
2014	5/19/2014	3.185
2014	5/20/2014	4.508
2014	5/21/2014	5.347
2014	5/22/2014	4.583
2014	5/23/2014	5.233
2014	5/24/2014	5.098
2014	5/25/2014	5.684
2014	5/26/2014	4.392
2014	5/27/2014	5.382
2014	5/28/2014	7.484
2014	5/29/2014	9.691
2014	5/30/2014	11.095
2014	5/31/2014	10.934
2014	6/1/2014	10.617
2014	6/2/2014	11.914
2014	6/3/2014	10.775
2014	6/4/2014	10.149
2014	6/5/2014	9.842
2014	6/6/2014	9.540
2014	6/7/2014	9.391
2014	6/8/2014	8.891
2014	6/9/2014	6.449
2014	6/10/2014	5.324
2014	6/11/2014	5.267
2014	6/12/2014	6.238
2014	6/13/2014	6.739
2014	6/14/2014	7.153
2014	6/15/2014	5.347
2014	6/16/2014	4.734
2014	6/17/2014	4.487
2014	6/18/2014	4.777
2014	6/19/2014	4.205
2014	6/20/2014	4.236
2014	6/21/2014	4.298
2014	6/22/2014	3.802
2014	6/23/2014	3.822
2014	6/24/2014	3.578
2014	6/25/2014	3.714
2014	6/26/2014	3.792
2014	6/27/2014	3.511
2014	6/28/2014	2.978
2014	6/29/2014	2.987
2014	6/30/2014	3.022
2014	7/1/2014	2.978
2014	7/2/2014	2.582
2014	7/3/2014	2.296
2014	7/4/2014	2.154
2014	7/5/2014	2.123
2014	7/6/2014	1.881
2014	7/7/2014	1.658
2014	7/8/2014	1.561
2014	7/9/2014	1.473
2014	7/10/2014	1.321
2014	7/11/2014	1.406
2014	7/12/2014	1.225
2014	7/13/2014	1.113
2014	7/14/2014	0.970
2014	7/15/2014	0.805
2014	7/16/2014	0.773
2014	7/17/2014	0.745
2014	7/18/2014	0.619
2014	7/19/2014	0.524
2014	7/20/2014	0.466
2014	7/21/2014	0.442
2014	7/22/2014	0.386
2014	7/23/2014	0.341
2014	7/24/2014	0.327
2014	7/25/2014	0.327
2014	7/26/2014	0.301
2014	7/27/2014	0.279
2014	7/28/2014	0.345
2014	7/29/2014	0.386
2014	7/30/2014	0.377
2014	7/31/2014	0.283
2014	8/1/2014	0.283
2014	8/2/2014	0.270
2014	8/3/2014	0.228
2014	8/4/2014	0.220
2014	8/5/2014	0.215
2014	8/6/2014	0.199
2014	8/7/2014	0.170
2014	8/8/2014	0.154
2014	8/9/2014	0.142
2014	8/10/2014	0.138
2014	8/11/2014	0.127
2014	8/12/2014	0.127
2014	8/13/2014	0.138
2014	8/14/2014	0.131
2014	8/15/2014	0.134
2014	8/16/2014	0.119
2014	8/17/2014	0.107
2014	8/18/2014	0.100
2014	8/19/2014	0.107
2014	8/20/2014	0.146
2014	8/21/2014	0.134
2014	8/22/2014	0.119
2014	8/23/2014	0.262
2014	8/24/2014	0.350
2014	8/25/2014	0.211
2014	8/26/2014	0.182
2014	8/27/2014	0.283
2014	8/28/2014	0.391
2014	8/29/2014	0.350
2014	8/30/2014	0.249
2014	8/31/2014	0.207
2014	9/1/2014	0.174
2014	9/2/2014	0.150
2014	9/3/2014	0.134
2014	9/4/2014	0.127
2014	9/5/2014	0.146
2014	9/6/2014	0.119
2014	9/7/2014	0.111
2014	9/8/2014	0.103
2014	9/9/2014	0.539
2014	9/10/2014	1.119
2014	9/11/2014	0.564
2014	9/12/2014	0.386
2014	9/13/2014	0.305
2014	9/14/2014	0.258
2014	9/15/2014	0.228
2014	9/16/2014	0.203
2014	9/17/2014	0.187
2014	9/18/2014	0.170
2014	9/19/2014	0.154
2014	9/20/2014	0.142
2014	9/21/2014	0.245
2014	9/22/2014	0.418
2014	9/23/2014	0.363
2014	9/24/2014	0.279
2014	9/25/2014	0.232
2014	9/26/2014	0.203
2014	9/27/2014	0.187
2014	9/28/2014	0.199
2014	9/29/2014	0.262
2014	9/30/2014	0.327
2015	10/1/2014	0.318
2015	10/2/2014	0.336
2015	10/3/2014	0.310
2015	10/4/2014	0.305
2015	10/5/2014	0.314
2015	10/6/2014	0.305
2015	10/7/2014	0.288
2015	10/8/2014	0.266
2015	10/9/2014	0.270
2015	10/10/2014	0.301
2015	10/11/2014	0.283
2015	10/12/2014	0.296
2015	10/13/2014	0.301
2015	10/14/2014	0.279
2015	10/15/2014	0.283
2015	10/16/2014	0.266
2015	10/17/2014	0.249
2015	10/18/2014	0.236
2015	10/19/2014	0.224
2015	10/20/2014	0.215
2015	10/21/2014	0.211
2015	10/22/2014	0.283
2015	10/23/2014	0.270
2015	10/24/2014	0.232
2015	10/25/2014	0.215
2015	10/26/2014	0.203
2015	10/27/2014	0.199
2015	10/28/2014	0.187
2015	10/29/2014	0.174
2015	10/30/2014	0.170
2015	10/31/2014	0.162
2015	11/1/2014	0.158
2015	11/2/2014	0.166
2015	11/3/2014	0.182
2015	11/4/2014	0.150
2015	11/5/2014	0.154
2015	11/6/2014	0.162
2015	11/7/2014	0.162
2015	11/8/2014	0.166
2015	11/9/2014	0.162
2015	11/10/2014	0.154
2015	11/11/2014	0.131
2015	11/12/2014	0.138
2015	11/13/2014	0.134
2015	11/14/2014	0.146
2015	11/15/2014	0.142
2015	11/16/2014	0.131
2015	11/17/2014	0.107
2015	11/18/2014	0.115
2015	11/19/2014	0.146
2015	11/20/2014	0.150
2015	11/21/2014	0.146
2015	11/22/2014	0.138
2015	11/23/2014	0.142
2015	11/24/2014	0.131
2015	11/25/2014	0.127
2015	11/26/2014	0.131
2015	11/27/2014	0.127
2015	11/28/2014	0.123
2015	11/29/2014	0.119
2015	11/30/2014	0.119
2015	12/1/2014	0.123
2015	12/2/2014	0.119
2015	12/3/2014	0.119
2015	12/4/2014	0.119
2015	12/5/2014	0.119
2015	12/6/2014	0.115
2015	12/7/2014	0.115
