WY	date	CoalCreek reg
2009	6/19/2009	2.934
2009	6/20/2009	3.268
2009	6/21/2009	2.846
2009	6/22/2009	2.837
2009	6/23/2009	3.139
2009	6/24/2009	2.829
2009	6/25/2009	3.305
2009	6/26/2009	3.436
2009	6/27/2009	2.829
2009	6/28/2009	2.674
2009	6/29/2009	2.209
2009	6/30/2009	1.963
2009	7/1/2009	1.845
2009	7/2/2009	1.672
2009	7/3/2009	1.694
2009	7/4/2009	1.500
2009	7/5/2009	1.321
2009	7/6/2009	1.150
2009	7/7/2009	1.035
2009	7/8/2009	0.924
2009	7/9/2009	0.839
2009	7/10/2009	0.751
2009	7/11/2009	0.751
2009	7/12/2009	0.850
2009	7/13/2009	0.713
2009	7/14/2009	0.584
2009	7/15/2009	0.529
2009	7/16/2009	0.456
2009	7/17/2009	0.414
2009	7/18/2009	0.381
2009	7/19/2009	0.359
2009	7/20/2009	0.310
2009	7/21/2009	0.292
2009	7/22/2009	0.275
2009	7/23/2009	0.249
2009	7/24/2009	0.224
2009	7/25/2009	0.224
2009	7/26/2009	0.270
2009	7/27/2009	0.245
2009	7/28/2009	0.211
2009	7/29/2009	0.215
2009	7/30/2009	0.207
2009	7/31/2009	0.182
2009	8/1/2009	0.170
2009	8/2/2009	0.162
2009	8/3/2009	0.150
2009	8/4/2009	0.146
2009	8/5/2009	0.138
2009	8/6/2009	0.146
2009	8/7/2009	0.154
2009	8/8/2009	0.119
2009	8/9/2009	0.111
2009	8/10/2009	0.103
2009	8/11/2009	0.103
2009	8/12/2009	0.096
2009	8/13/2009	0.092
2009	8/14/2009	0.107
2009	8/15/2009	0.111
2009	8/16/2009	0.100
2009	8/17/2009	0.088
2009	8/18/2009	0.080
2009	8/19/2009	0.077
2009	8/20/2009	0.069
2009	8/21/2009	0.065
2009	8/22/2009	0.062
2009	8/23/2009	0.058
2009	8/24/2009	0.065
2009	8/25/2009	0.069
2009	8/26/2009	0.062
2009	8/27/2009	0.063
2009	8/28/2009	0.058
2009	8/29/2009	0.058
2009	8/30/2009	0.053
2009	8/31/2009	0.053
2009	9/1/2009	0.053
2009	9/2/2009	0.053
2009	9/3/2009	0.053
2009	9/4/2009	0.053
2009	9/5/2009	0.053
2009	9/6/2009	0.053
2009	9/7/2009	0.053
2009	9/8/2009	0.053
2009	9/9/2009	0.048
2009	9/10/2009	0.048
2009	9/11/2009	0.044
2009	9/12/2009	0.044
2009	9/13/2009	0.053
2009	9/14/2009	0.058
2009	9/15/2009	0.058
2009	9/16/2009	0.146
2009	9/17/2009	0.096
2009	9/18/2009	0.092
2009	9/19/2009	0.119
2009	9/20/2009	0.096
2009	9/21/2009	0.096
2009	9/22/2009	0.088
2009	9/23/2009	0.080
2009	9/24/2009	0.073
2009	9/25/2009	0.073
2009	9/26/2009	0.069
2009	9/27/2009	0.065
2009	9/28/2009	0.062
2009	9/29/2009	0.062
2009	9/30/2009	0.069
2010	10/1/2009	0.069
2010	10/2/2009	0.065
2010	10/3/2009	0.062
2010	10/4/2009	0.065
2010	10/5/2009	0.080
2010	10/6/2009	0.080
2010	10/7/2009	0.073
2010	10/8/2009	0.069
2010	10/9/2009	0.069
2010	10/10/2009	0.065
2010	10/11/2009	0.065
2010	10/12/2009	0.065
2010	10/13/2009	0.088
2010	10/14/2009	0.127
2010	10/15/2009	0.158
2010	10/16/2009	0.131
2010	10/17/2009	0.119
2010	10/18/2009	0.115
2010	10/19/2009	0.123
2010	10/20/2009	0.127
2010	10/21/2009	0.123
2010	10/22/2009	0.115
2010	10/23/2009	0.103
2010	10/24/2009	0.100
2010	10/25/2009	0.107
2010	10/26/2009	0.092
2010	10/27/2009	0.096
2010	10/28/2009	0.100
2010	10/29/2009	0.096
2010	10/30/2009	0.096
2010	10/31/2009	0.096
2010	11/1/2009	0.096
2010	11/2/2009	0.103
2010	11/3/2009	0.100
2010	11/4/2009	0.100
2010	11/5/2009	0.100
2010	11/6/2009	0.103
2010	11/7/2009	0.103
2010	11/8/2009	0.111
2010	11/9/2009	0.103
2010	11/10/2009	0.100
2010	11/11/2009	0.100
2010	11/12/2009	0.100
2010	11/13/2009	0.103
2010	11/14/2009	0.107
2010	11/15/2009	0.096
2010	11/16/2009	0.088
2010	11/17/2009	0.103
2010	11/18/2009	0.103
2010	11/19/2009	0.103
2010	11/20/2009	0.100
2010	11/21/2009	0.100
2010	11/22/2009	0.107
2010	11/23/2009	0.100
2010	11/24/2009	0.092
2010	11/25/2009	0.100
2010	11/26/2009	0.100
2010	11/27/2009	0.096
2010	11/28/2009	0.096
2010	11/29/2009	0.084
2010	11/30/2009	0.096
2010	12/1/2009	0.096
2010	12/2/2009	0.088
2010	12/3/2009	0.069
2010	12/4/2009	0.073
2010	12/5/2009	0.092
2010	12/6/2009	0.092
2010	12/7/2009	0.096
2010	12/8/2009	0.088
2010	12/9/2009	0.077
2010	12/10/2009	0.073
2010	12/11/2009	0.073
2010	12/12/2009	0.077
2010	12/13/2009	0.080
2010	12/14/2009	0.077
2010	12/15/2009	0.077
2010	12/16/2009	0.077
2010	12/17/2009	0.077
2010	12/18/2009	0.073
2010	12/19/2009	0.065
2010	12/20/2009	0.062
2010	12/21/2009	0.062
2010	12/22/2009	0.062
2010	12/23/2009	0.065
2010	12/24/2009	0.065
2010	12/25/2009	0.065
2010	12/26/2009	0.062
2010	12/27/2009	0.058
2010	12/28/2009	0.058
2010	12/29/2009	0.058
2010	12/30/2009	0.058
2010	12/31/2009	0.058
2010	1/1/2010	0.063
2010	1/2/2010	0.058
2010	1/3/2010	0.058
2010	1/4/2010	0.063
2010	1/5/2010	0.062
2010	1/6/2010	0.063
2010	1/7/2010	0.058
2010	1/8/2010	0.058
2010	1/9/2010	0.063
2010	1/10/2010	0.063
2010	1/11/2010	0.063
2010	1/12/2010	0.058
2010	1/13/2010	0.058
2010	1/14/2010	0.058
2010	1/15/2010	0.058
2010	1/16/2010	0.058
2010	1/17/2010	0.058
2010	1/18/2010	0.058
2010	1/19/2010	0.058
2010	1/20/2010	0.058
2010	1/21/2010	0.058
2010	1/22/2010	0.058
2010	1/23/2010	0.058
2010	1/24/2010	0.058
2010	1/25/2010	0.048
2010	1/26/2010	0.044
2010	1/27/2010	0.053
2010	1/28/2010	0.048
2010	1/29/2010	0.048
2010	1/30/2010	0.048
2010	1/31/2010	0.048
2010	2/1/2010	0.048
2010	2/2/2010	0.044
2010	2/3/2010	0.044
2010	2/4/2010	0.053
2010	2/5/2010	0.048
2010	2/6/2010	0.053
2010	2/7/2010	0.048
2010	2/8/2010	0.048
2010	2/9/2010	0.048
2010	2/10/2010	0.053
2010	2/11/2010	0.053
2010	2/12/2010	0.053
2010	2/13/2010	0.053
2010	2/14/2010	0.053
2010	2/15/2010	0.048
2010	2/16/2010	0.058
2010	2/17/2010	0.048
2010	2/18/2010	0.053
2010	2/19/2010	0.048
2010	2/20/2010	0.048
2010	2/21/2010	0.053
2010	2/22/2010	0.048
2010	2/23/2010	0.044
2010	2/24/2010	0.048
2010	2/25/2010	0.053
2010	2/26/2010	0.044
2010	2/27/2010	0.048
2010	2/28/2010	0.053
2010	3/1/2010	0.053
2010	3/2/2010	0.048
2010	3/3/2010	0.053
2010	3/4/2010	0.053
2010	3/5/2010	0.053
2010	3/6/2010	0.053
2010	3/7/2010	0.058
2010	3/8/2010	0.058
2010	3/9/2010	0.063
2010	3/10/2010	0.058
2010	3/11/2010	0.058
2010	3/12/2010	0.053
2010	3/13/2010	0.058
2010	3/14/2010	0.063
2010	3/15/2010	0.058
2010	3/16/2010	0.080
2010	3/17/2010	0.111
2010	3/18/2010	0.150
2010	3/19/2010	0.166
2010	3/20/2010	0.131
2010	3/21/2010	0.123
2010	3/22/2010	0.138
2010	3/23/2010	0.158
2010	3/24/2010	0.138
2010	3/25/2010	0.134
2010	3/26/2010	0.138
2010	3/27/2010	0.131
2010	3/28/2010	0.131
2010	3/29/2010	0.154
2010	3/30/2010	0.195
2010	3/31/2010	0.262
2010	4/1/2010	0.253
2010	4/2/2010	0.275
2010	4/3/2010	0.241
2010	4/4/2010	0.241
2010	4/5/2010	0.232
2010	4/6/2010	0.236
2010	4/7/2010	0.236
2010	4/8/2010	0.236
2010	4/9/2010	0.275
2010	4/10/2010	0.345
2010	4/11/2010	0.466
2010	4/12/2010	0.661
2010	4/13/2010	0.918
2010	4/14/2010	1.011
2010	4/15/2010	1.334
2010	4/16/2010	1.837
2010	4/17/2010	2.751
2010	4/18/2010	2.969
2010	4/19/2010	3.753
2010	4/20/2010	4.455
2010	4/21/2010	4.986
2010	4/22/2010	5.720
2010	4/23/2010	3.578
2010	4/24/2010	2.077
2010	4/25/2010	1.466
2010	4/26/2010	1.276
2010	4/27/2010	1.295
2010	4/28/2010	1.554
2010	4/29/2010	1.439
2010	4/30/2010	1.005
2010	5/1/2010	0.789
2010	5/2/2010	0.692
2010	5/3/2010	0.574
2010	5/4/2010	0.579
2010	5/5/2010	0.676
2010	5/6/2010	0.822
2010	5/7/2010	0.745
2010	5/8/2010	0.889
2010	5/9/2010	0.976
2010	5/10/2010	1.473
2010	5/11/2010	1.257
2010	5/12/2010	1.263
2010	5/13/2010	1.200
2010	5/14/2010	1.175
2010	5/15/2010	1.144
2010	5/16/2010	1.047
2010	5/17/2010	1.426
2010	5/18/2010	2.328
2010	5/19/2010	2.288
2010	5/20/2010	1.926
2010	5/21/2010	2.700
2010	5/22/2010	4.062
2010	5/23/2010	4.123
2010	5/24/2010	4.788
2010	5/25/2010	3.370
2010	5/26/2010	3.772
2010	5/27/2010	5.019
2010	5/28/2010	6.663
2010	5/29/2010	8.862
2010	5/30/2010	8.718
2010	5/31/2010	7.672
2010	6/1/2010	7.524
2010	6/2/2010	6.893
2010	6/3/2010	5.934
2010	6/4/2010	6.007
2010	6/5/2010	9.008
2010	6/6/2010	10.459
2010	6/7/2010	11.256
2010	6/8/2010	10.459
2010	6/9/2010	9.995
2010	6/10/2010	9.095
2010	6/11/2010	7.350
2010	6/12/2010	5.779
2010	6/13/2010	5.008
2010	6/14/2010	3.871
2010	6/15/2010	2.829
2010	6/16/2010	2.532
2010	6/17/2010	3.022
2010	6/18/2010	3.407
2010	6/19/2010	3.743
2010	6/20/2010	3.684
2010	6/21/2010	3.540
2010	6/22/2010	3.139
2010	6/23/2010	2.768
2010	6/24/2010	2.582
2010	6/25/2010	2.449
2010	6/26/2010	2.280
2010	6/27/2010	2.131
2010	6/28/2010	1.772
2010	6/29/2010	1.644
2010	6/30/2010	1.446
2010	7/1/2010	1.347
2010	7/2/2010	1.212
2010	7/3/2010	1.041
2010	7/4/2010	0.828
2010	7/5/2010	0.729
2010	7/6/2010	0.609
2010	7/7/2010	0.559
2010	7/8/2010	0.534
2010	7/9/2010	0.554
2010	7/10/2010	0.442
2010	7/11/2010	0.414
2010	7/12/2010	0.470
2010	7/13/2010	0.368
2010	7/14/2010	0.341
2010	7/15/2010	0.301
2010	7/16/2010	0.258
2010	7/17/2010	0.215
2010	7/18/2010	0.199
2010	7/19/2010	0.187
2010	7/20/2010	0.178
2010	7/21/2010	0.377
2010	7/22/2010	0.318
2010	7/23/2010	0.241
2010	7/24/2010	0.207
2010	7/25/2010	0.182
2010	7/26/2010	0.162
2010	7/27/2010	0.174
2010	7/28/2010	0.195
2010	7/29/2010	0.166
2010	7/30/2010	0.174
2010	7/31/2010	0.224
2010	8/1/2010	0.253
2010	8/2/2010	0.241
2010	8/3/2010	0.350
2010	8/4/2010	0.236
2010	8/5/2010	0.301
2010	8/6/2010	0.232
2010	8/7/2010	0.195
2010	8/8/2010	0.211
2010	8/9/2010	0.182
2010	8/10/2010	0.166
2010	8/11/2010	0.150
2010	8/12/2010	0.211
2010	8/13/2010	0.191
2010	8/14/2010	0.146
2010	8/15/2010	0.131
2010	8/16/2010	0.138
2010	8/17/2010	0.211
2010	8/18/2010	0.146
2010	8/19/2010	0.158
2010	8/20/2010	0.323
2010	8/21/2010	0.195
2010	8/22/2010	0.166
2010	8/23/2010	0.158
2010	8/24/2010	0.142
2010	8/25/2010	0.131
2010	8/26/2010	0.119
2010	8/27/2010	0.111
2010	8/28/2010	0.111
2010	8/29/2010	0.107
2010	8/30/2010	0.107
2010	8/31/2010	0.103
2010	9/1/2010	0.096
2010	9/2/2010	0.088
2010	9/3/2010	0.084
2010	9/4/2010	0.080
2010	9/5/2010	0.077
2010	9/6/2010	0.073
2010	9/7/2010	0.069
2010	9/8/2010	0.080
2010	9/9/2010	0.092
2010	9/10/2010	0.077
2010	9/11/2010	0.073
2010	9/12/2010	0.069
2010	9/13/2010	0.065
2010	9/14/2010	0.065
2010	9/15/2010	0.062
2010	9/16/2010	0.062
2010	9/17/2010	0.058
2010	9/18/2010	0.058
2010	9/19/2010	0.058
2010	9/20/2010	0.058
2010	9/21/2010	0.065
2010	9/22/2010	0.096
2010	9/23/2010	0.107
2010	9/24/2010	0.088
2010	9/25/2010	0.073
2010	9/26/2010	0.069
2010	9/27/2010	0.065
2010	9/28/2010	0.062
2010	9/29/2010	0.065
2010	9/30/2010	0.073
2011	10/1/2010	0.073
2011	10/2/2010	0.062
2011	10/3/2010	0.062
2011	10/4/2010	0.065
2011	10/5/2010	0.062
2011	10/6/2010	0.062
2011	10/7/2010	0.073
2011	10/8/2010	0.100
2011	10/9/2010	0.080
2011	10/10/2010	0.073
2011	10/11/2010	0.069
2011	10/12/2010	0.065
2011	10/13/2010	0.065
2011	10/14/2010	0.062
2011	10/15/2010	0.058
2011	10/16/2010	0.058
2011	10/17/2010	0.063
2011	10/18/2010	0.058
2011	10/19/2010	0.062
2011	10/20/2010	0.062
2011	10/21/2010	0.062
2011	10/22/2010	0.065
2011	10/23/2010	0.077
2011	10/24/2010	0.088
2011	10/25/2010	0.207
2011	10/26/2010	0.150
2011	10/27/2010	0.123
2011	10/28/2010	0.103
2011	10/29/2010	0.111
2011	10/30/2010	0.115
2011	10/31/2010	0.127
2011	11/1/2010	0.123
2011	11/2/2010	0.119
2011	11/3/2010	0.131
2011	11/4/2010	0.138
2011	11/5/2010	0.150
2011	11/6/2010	0.154
2011	11/7/2010	0.166
2011	11/8/2010	0.154
2011	11/9/2010	0.154
2011	11/10/2010	0.138
2011	11/11/2010	0.138
2011	11/12/2010	0.127
2011	11/13/2010	0.123
2011	11/14/2010	0.127
2011	11/15/2010	0.123
2011	11/16/2010	0.119
2011	11/17/2010	0.119
2011	11/18/2010	0.111
2011	11/19/2010	0.107
2011	11/20/2010	0.100
2011	11/21/2010	0.100
2011	11/22/2010	0.096
2011	11/23/2010	0.092
2011	11/24/2010	0.092
2011	11/25/2010	0.080
2011	11/26/2010	0.077
2011	11/27/2010	0.088
2011	11/28/2010	0.100
2011	11/29/2010	0.100
2011	11/30/2010	0.092
2011	12/1/2010	0.107
2011	12/2/2010	0.111
2011	12/3/2010	0.111
2011	12/4/2010	0.111
2011	12/5/2010	0.107
2011	12/6/2010	0.107
2011	12/7/2010	0.107
2011	12/8/2010	0.103
2011	12/9/2010	0.111
2011	12/10/2010	0.107
2011	12/11/2010	0.107
2011	12/12/2010	0.107
2011	12/13/2010	0.107
2011	12/14/2010	0.103
2011	12/15/2010	0.103
2011	12/16/2010	0.103
2011	12/17/2010	0.100
2011	12/18/2010	0.115
2011	12/19/2010	0.123
2011	12/20/2010	0.142
2011	12/21/2010	0.131
2011	12/22/2010	0.146
2011	12/23/2010	0.146
2011	12/24/2010	0.131
2011	12/25/2010	0.115
2011	12/26/2010	0.119
2011	12/27/2010	0.127
2011	12/28/2010	0.107
2011	12/29/2010	0.103
2011	12/30/2010	0.123
2011	12/31/2010	0.103
2011	1/1/2011	0.077
2011	1/2/2011	0.088
2011	1/3/2011	0.115
2011	1/4/2011	0.119
2011	1/5/2011	0.111
2011	1/6/2011	0.111
2011	1/7/2011	0.111
2011	1/8/2011	0.111
2011	1/9/2011	0.115
2011	1/10/2011	0.096
2011	1/11/2011	0.069
2011	1/12/2011	0.084
2011	1/13/2011	0.100
2011	1/14/2011	0.096
2011	1/15/2011	0.092
2011	1/16/2011	0.096
2011	1/17/2011	0.096
2011	1/18/2011	0.092
2011	1/19/2011	0.092
2011	1/20/2011	0.077
2011	1/21/2011	0.088
2011	1/22/2011	0.088
2011	1/23/2011	0.077
2011	1/24/2011	0.084
2011	1/25/2011	0.073
2011	1/26/2011	0.088
2011	1/27/2011	0.080
2011	1/28/2011	0.080
2011	1/29/2011	0.084
2011	1/30/2011	0.084
2011	1/31/2011	0.084
2011	2/1/2011	0.073
2011	2/2/2011	0.058
2011	2/3/2011	0.058
2011	2/4/2011	0.069
2011	2/5/2011	0.080
2011	2/6/2011	0.077
2011	2/7/2011	0.073
2011	2/8/2011	0.073
2011	2/9/2011	0.069
2011	2/10/2011	0.062
2011	2/11/2011	0.069
2011	2/12/2011	0.069
2011	2/13/2011	0.073
2011	2/14/2011	0.073
2011	2/15/2011	0.073
2011	2/16/2011	0.069
2011	2/17/2011	0.065
2011	2/18/2011	0.065
2011	2/19/2011	0.069
2011	2/20/2011	0.069
2011	2/21/2011	0.065
2011	2/22/2011	0.065
2011	2/23/2011	0.069
2011	2/24/2011	0.069
2011	2/25/2011	0.073
2011	2/26/2011	0.073
2011	2/27/2011	0.073
2011	2/28/2011	0.073
2011	3/1/2011	0.077
2011	3/2/2011	0.077
2011	3/3/2011	0.080
2011	3/4/2011	0.077
2011	3/5/2011	0.077
2011	3/6/2011	0.077
2011	3/7/2011	0.080
2011	3/8/2011	0.080
2011	3/9/2011	0.080
2011	3/10/2011	0.080
2011	3/11/2011	0.084
2011	3/12/2011	0.088
2011	3/13/2011	0.100
2011	3/14/2011	0.096
2011	3/15/2011	0.107
2011	3/16/2011	0.111
2011	3/17/2011	0.142
2011	3/18/2011	0.158
2011	3/19/2011	0.158
2011	3/20/2011	0.158
2011	3/21/2011	0.158
2011	3/22/2011	0.154
2011	3/23/2011	0.146
2011	3/24/2011	0.134
2011	3/25/2011	0.134
2011	3/26/2011	0.134
2011	3/27/2011	0.138
2011	3/28/2011	0.138
2011	3/29/2011	0.131
2011	3/30/2011	0.131
2011	3/31/2011	0.138
2011	4/1/2011	0.178
2011	4/2/2011	0.220
2011	4/3/2011	0.301
2011	4/4/2011	0.275
2011	4/5/2011	0.258
2011	4/6/2011	0.292
2011	4/7/2011	0.283
2011	4/8/2011	0.301
2011	4/9/2011	0.332
2011	4/10/2011	0.323
2011	4/11/2011	0.296
2011	4/12/2011	0.336
2011	4/13/2011	0.372
2011	4/14/2011	0.414
2011	4/15/2011	0.377
2011	4/16/2011	0.437
2011	4/17/2011	0.650
2011	4/18/2011	0.970
2011	4/19/2011	1.175
2011	4/20/2011	0.867
2011	4/21/2011	0.958
2011	4/22/2011	0.861
2011	4/23/2011	0.682
2011	4/24/2011	0.604
2011	4/25/2011	0.554
2011	4/26/2011	0.509
2011	4/27/2011	0.418
2011	4/28/2011	0.386
2011	4/29/2011	0.418
2011	4/30/2011	0.386
2011	5/1/2011	0.363
2011	5/2/2011	0.318
2011	5/3/2011	0.345
2011	5/4/2011	0.529
2011	5/5/2011	0.895
2011	5/6/2011	1.500
2011	5/7/2011	2.598
2011	5/8/2011	4.021
2011	5/9/2011	4.540
2011	5/10/2011	3.675
2011	5/11/2011	3.049
2011	5/12/2011	2.092
2011	5/13/2011	1.956
2011	5/14/2011	2.666
2011	5/15/2011	3.342
2011	5/16/2011	4.583
2011	5/17/2011	4.964
2011	5/18/2011	4.174
2011	5/19/2011	3.305
2011	5/20/2011	2.540
2011	5/21/2011	2.039
2011	5/22/2011	1.772
2011	5/23/2011	2.170
2011	5/24/2011	2.457
2011	5/25/2011	2.507
2011	5/26/2011	3.295
2011	5/27/2011	4.102
2011	5/28/2011	5.626
2011	5/29/2011	7.685
2011	5/30/2011	9.095
2011	5/31/2011	6.067
2011	6/1/2011	6.226
2011	6/2/2011	7.457
2011	6/3/2011	9.081
2011	6/4/2011	9.243
2011	6/5/2011	10.149
2011	6/6/2011	11.256
2011	6/7/2011	12.081
2011	6/8/2011	11.419
2011	6/9/2011	11.095
2011	6/10/2011	10.934
2011	6/11/2011	10.617
2011	6/12/2011	10.459
2011	6/13/2011	10.617
2011	6/14/2011	10.303
2011	6/15/2011	10.303
2011	6/16/2011	10.934
2011	6/17/2011	11.748
2011	6/18/2011	10.459
2011	6/19/2011	9.540
2011	6/20/2011	8.069
2011	6/21/2011	6.970
2011	6/22/2011	7.537
2011	6/23/2011	8.747
2011	6/24/2011	9.691
2011	6/25/2011	9.995
2011	6/26/2011	9.391
2011	6/27/2011	8.718
2011	6/28/2011	8.264
2011	6/29/2011	8.504
2011	6/30/2011	9.095
2011	7/1/2011	8.589
2011	7/2/2011	7.564
2011	7/3/2011	7.564
2011	7/4/2011	7.377
2011	7/5/2011	7.113
2011	7/6/2011	6.932
2011	7/7/2011	7.753
2011	7/8/2011	7.337
2011	7/9/2011	7.945
2011	7/10/2011	6.663
2011	7/11/2011	5.767
2011	7/12/2011	5.222
2011	7/13/2011	5.416
2011	7/14/2011	4.701
2011	7/15/2011	4.072
2011	7/16/2011	3.426
2011	7/17/2011	2.951
2011	7/18/2011	3.112
2011	7/19/2011	3.194
2011	7/20/2011	2.425
2011	7/21/2011	2.193
2011	7/22/2011	1.758
2011	7/23/2011	1.479
2011	7/24/2011	1.314
2011	7/25/2011	1.282
2011	7/26/2011	1.187
2011	7/27/2011	1.126
2011	7/28/2011	1.101
2011	7/29/2011	0.970
2011	7/30/2011	0.828
2011	7/31/2011	0.745
2011	8/1/2011	0.724
2011	8/2/2011	0.594
2011	8/3/2011	0.554
2011	8/4/2011	0.719
2011	8/5/2011	0.650
2011	8/6/2011	0.554
2011	8/7/2011	0.470
2011	8/8/2011	0.404
2011	8/9/2011	0.354
2011	8/10/2011	0.327
2011	8/11/2011	0.305
2011	8/12/2011	0.292
2011	8/13/2011	0.266
2011	8/14/2011	0.258
2011	8/15/2011	0.266
2011	8/16/2011	0.266
2011	8/17/2011	0.245
2011	8/18/2011	0.228
2011	8/19/2011	0.207
2011	8/20/2011	0.195
2011	8/21/2011	0.207
2011	8/22/2011	0.191
2011	8/23/2011	0.187
2011	8/24/2011	0.182
2011	8/25/2011	0.178
2011	8/26/2011	0.187
2011	8/27/2011	0.199
2011	8/28/2011	0.195
2011	8/29/2011	0.187
2011	8/30/2011	0.170
2011	8/31/2011	0.154
2011	9/1/2011	0.138
2011	9/2/2011	0.138
2011	9/3/2011	0.131
2011	9/4/2011	0.119
2011	9/5/2011	0.111
2011	9/6/2011	0.111
2011	9/7/2011	0.119
2011	9/8/2011	0.131
2011	9/9/2011	0.146
2011	9/10/2011	0.119
2011	9/11/2011	0.111
2011	9/12/2011	0.103
2011	9/13/2011	0.100
2011	9/14/2011	0.096
2011	9/15/2011	0.119
2011	9/16/2011	0.127
2011	9/17/2011	0.174
2011	9/18/2011	0.199
2011	9/19/2011	0.166
2011	9/20/2011	0.142
2011	9/21/2011	0.131
2011	9/22/2011	0.119
2011	9/23/2011	0.111
2011	9/24/2011	0.107
2011	9/25/2011	0.103
2011	9/26/2011	0.100
2011	9/27/2011	0.100
2011	9/28/2011	0.096
2011	9/29/2011	0.092
2011	9/30/2011	0.088
2012	10/1/2011	0.088
2012	10/2/2011	0.084
2012	10/3/2011	0.084
2012	10/4/2011	0.096
2012	10/5/2011	0.127
2012	10/6/2011	0.166
2012	10/7/2011	0.142
2012	10/8/2011	0.119
2012	10/9/2011	0.107
2012	10/10/2011	0.103
2012	10/11/2011	0.107
2012	10/12/2011	0.111
2012	10/13/2011	0.107
2012	10/14/2011	0.107
2012	10/15/2011	0.115
2012	10/16/2011	0.115
2012	10/17/2011	0.123
2012	10/18/2011	0.119
2012	10/19/2011	0.111
2012	10/20/2011	0.107
2012	10/21/2011	0.103
2012	10/22/2011	0.100
2012	10/23/2011	0.100
2012	10/24/2011	0.096
2012	10/25/2011	0.100
2012	10/26/2011	0.138
2012	10/27/2011	0.119
2012	10/28/2011	0.103
2012	10/29/2011	0.096
2012	10/30/2011	0.096
2012	10/31/2011	0.092
2012	11/1/2011	0.092
2012	11/2/2011	0.096
2012	11/3/2011	0.080
2012	11/4/2011	0.088
2012	11/5/2011	0.100
2012	11/6/2011	0.092
2012	11/7/2011	0.092
2012	11/8/2011	0.084
2012	11/9/2011	0.080
2012	11/10/2011	0.080
2012	11/11/2011	0.084
2012	11/12/2011	0.088
2012	11/13/2011	0.088
2012	11/14/2011	0.088
2012	11/15/2011	0.088
2012	11/16/2011	0.084
2012	11/17/2011	0.080
2012	11/18/2011	0.084
2012	11/19/2011	0.084
2012	11/20/2011	0.080
2012	11/21/2011	0.080
2012	11/22/2011	0.080
2012	11/23/2011	0.080
2012	11/24/2011	0.073
2012	11/25/2011	0.073
2012	11/26/2011	0.065
2012	11/27/2011	0.062
2012	11/28/2011	0.069
2012	11/29/2011	0.069
2012	11/30/2011	0.065
2012	12/1/2011	0.065
2012	12/2/2011	0.062
2012	12/3/2011	0.065
2012	12/4/2011	0.062
2012	12/5/2011	0.063
2012	12/6/2011	0.048
2012	12/7/2011	0.053
2012	12/8/2011	0.058
2012	12/9/2011	0.058
2012	12/10/2011	0.063
2012	12/11/2011	0.063
2012	12/12/2011	0.063
2012	12/13/2011	0.062
2012	12/14/2011	0.062
2012	12/15/2011	0.058
2012	12/16/2011	0.053
2012	12/17/2011	0.058
2012	12/18/2011	0.058
2012	12/19/2011	0.058
2012	12/20/2011	0.058
2012	12/21/2011	0.058
2012	12/22/2011	0.063
2012	12/23/2011	0.044
2012	12/24/2011	0.048
2012	12/25/2011	0.058
2012	12/26/2011	0.058
2012	12/27/2011	0.063
2012	12/28/2011	0.058
2012	12/29/2011	0.063
2012	12/30/2011	0.063
2012	12/31/2011	0.063
2012	1/1/2012	0.048
2012	1/2/2012	0.053
2012	1/3/2012	0.058
2012	1/4/2012	0.058
2012	1/5/2012	0.058
2012	1/6/2012	0.058
2012	1/7/2012	0.058
2012	1/8/2012	0.058
2012	1/9/2012	0.048
2012	1/10/2012	0.053
2012	1/11/2012	0.058
2012	1/12/2012	0.048
2012	1/13/2012	0.048
2012	1/14/2012	0.053
2012	1/15/2012	0.053
2012	1/16/2012	0.058
2012	1/17/2012	0.048
2012	1/18/2012	0.048
2012	1/19/2012	0.058
2012	1/20/2012	0.058
2012	1/21/2012	0.058
2012	1/22/2012	0.058
2012	1/23/2012	0.058
2012	1/24/2012	0.058
2012	1/25/2012	0.053
2012	1/26/2012	0.053
2012	1/27/2012	0.053
2012	1/28/2012	0.044
2012	1/29/2012	0.048
2012	1/30/2012	0.058
2012	1/31/2012	0.053
2012	2/1/2012	0.048
2012	2/2/2012	0.048
2012	2/3/2012	0.053
2012	2/4/2012	0.044
2012	2/5/2012	0.044
2012	2/6/2012	0.053
2012	2/7/2012	0.048
2012	2/8/2012	0.048
2012	2/9/2012	0.048
2012	2/10/2012	0.048
2012	2/11/2012	0.048
2012	2/12/2012	0.048
2012	2/13/2012	0.053
2012	2/14/2012	0.053
2012	2/15/2012	0.053
2012	2/16/2012	0.053
2012	2/17/2012	0.048
2012	2/18/2012	0.048
2012	2/19/2012	0.053
2012	2/20/2012	0.053
2012	2/21/2012	0.053
2012	2/22/2012	0.053
2012	2/23/2012	0.053
2012	2/24/2012	0.048
2012	2/25/2012	0.053
2012	2/26/2012	0.053
2012	2/27/2012	0.053
2012	2/28/2012	0.058
2012	2/29/2012	0.053
2012	3/1/2012	0.053
2012	3/2/2012	0.053
2012	3/3/2012	0.048
2012	3/4/2012	0.058
2012	3/5/2012	0.058
2012	3/6/2012	0.063
2012	3/7/2012	0.058
2012	3/8/2012	0.058
2012	3/9/2012	0.063
2012	3/10/2012	0.058
2012	3/11/2012	0.065
2012	3/12/2012	0.073
2012	3/13/2012	0.077
